outputtimes,outputvec
01-Feb-2020 00:00:00,0.994819916701845
01-Feb-2020 01:00:00,0.966953980290686
01-Feb-2020 02:00:00,1.00937274251554
01-Feb-2020 03:00:00,0.990201999594022
01-Feb-2020 04:00:00,0.924481836850604
01-Feb-2020 05:00:00,1.10257274892257
01-Feb-2020 06:00:00,0.968934122287647
01-Feb-2020 07:00:00,0.82995983838577
01-Feb-2020 08:00:00,0.913874535517139
01-Feb-2020 09:00:00,0.538671204601347
01-Feb-2020 10:00:00,0.854107721543366
01-Feb-2020 11:00:00,0.501497756724793
01-Feb-2020 12:00:00,1.58003164525271
01-Feb-2020 13:00:00,1.4094916341244
01-Feb-2020 14:00:00,0.881097800095615
01-Feb-2020 15:00:00,0.893867999203462
01-Feb-2020 16:00:00,0.814861951498534
01-Feb-2020 17:00:00,1.15462836734019
01-Feb-2020 18:00:00,1.21026681467843
01-Feb-2020 19:00:00,1.29781868276479
01-Feb-2020 20:00:00,1.47631297494806
01-Feb-2020 21:00:00,1.56290328128988
01-Feb-2020 22:00:00,1.64331981062726
01-Feb-2020 23:00:00,1.31788972730397
02-Feb-2020 00:00:00,1.20644104704706
02-Feb-2020 01:00:00,1.79443584449264
02-Feb-2020 02:00:00,1.4762000767737
02-Feb-2020 03:00:00,1.73714324874682
02-Feb-2020 04:00:00,1.77275679851091
02-Feb-2020 05:00:00,2.40346971411471
02-Feb-2020 06:00:00,2.4628574190697
02-Feb-2020 07:00:00,1.6017178278336
02-Feb-2020 08:00:00,1.70009803638888
02-Feb-2020 09:00:00,2.12618594357753
02-Feb-2020 10:00:00,3.57055084452432
02-Feb-2020 11:00:00,3.53343553311316
02-Feb-2020 12:00:00,3.20891985980745
02-Feb-2020 13:00:00,3.59376775357934
02-Feb-2020 14:00:00,2.86053608029451
02-Feb-2020 15:00:00,1.90652388742794
02-Feb-2020 16:00:00,2.08578522384257
02-Feb-2020 17:00:00,1.64504305921355
02-Feb-2020 18:00:00,0.99592389607824
02-Feb-2020 19:00:00,0.797077997019949
02-Feb-2020 20:00:00,1.28756876839
02-Feb-2020 21:00:00,0.819857711232057
02-Feb-2020 22:00:00,0.980985898641429
02-Feb-2020 23:00:00,1.54704018478297
03-Feb-2020 00:00:00,1.5126687233716
03-Feb-2020 01:00:00,1.72099777261138
03-Feb-2020 02:00:00,1.26425208456753
03-Feb-2020 03:00:00,0.931217840608021
03-Feb-2020 04:00:00,1.44487600390714
03-Feb-2020 05:00:00,2.10337031134954
03-Feb-2020 06:00:00,2.44281258661677
03-Feb-2020 07:00:00,2.19704346793594
03-Feb-2020 08:00:00,2.9729614864643
03-Feb-2020 09:00:00,2.5318636087541
03-Feb-2020 10:00:00,3.19212572851801
03-Feb-2020 11:00:00,2.63934966737389
03-Feb-2020 12:00:00,2.95491116617742
03-Feb-2020 13:00:00,3.70746993694262
03-Feb-2020 14:00:00,3.49745145308218
03-Feb-2020 15:00:00,3.65422130327835
03-Feb-2020 16:00:00,3.17117223331268
03-Feb-2020 17:00:00,1.70093111755493
03-Feb-2020 18:00:00,1.33752871028904
03-Feb-2020 19:00:00,0.710868014003537
03-Feb-2020 20:00:00,0.988264472024906
03-Feb-2020 21:00:00,1.21161049846888
03-Feb-2020 22:00:00,1.13438676532007
03-Feb-2020 23:00:00,0.814145769093799
04-Feb-2020 00:00:00,0.805812219647564
04-Feb-2020 01:00:00,0.872353139502576
04-Feb-2020 02:00:00,0.641352737059205
04-Feb-2020 03:00:00,0.774273853361974
04-Feb-2020 04:00:00,0.977070451229934
04-Feb-2020 05:00:00,1.79874956567055
04-Feb-2020 06:00:00,2.21776914939315
04-Feb-2020 07:00:00,1.17912396860268
04-Feb-2020 08:00:00,2.14328408445233
04-Feb-2020 09:00:00,2.64707385616647
04-Feb-2020 10:00:00,1.8967516091114
04-Feb-2020 11:00:00,2.16829426047296
04-Feb-2020 12:00:00,2.50971445918986
04-Feb-2020 13:00:00,2.04373024964973
04-Feb-2020 14:00:00,1.99106336748315
04-Feb-2020 15:00:00,2.2706827167176
04-Feb-2020 16:00:00,2.29891278651453
04-Feb-2020 17:00:00,2.23699947846813
04-Feb-2020 18:00:00,1.49564339083298
04-Feb-2020 19:00:00,1.95835815587105
04-Feb-2020 20:00:00,1.79494661016236
04-Feb-2020 21:00:00,1.20159616066852
04-Feb-2020 22:00:00,0.64174241977084
04-Feb-2020 23:00:00,0.57706152185014
05-Feb-2020 00:00:00,1.04203326882271
05-Feb-2020 01:00:00,3.44000968990883
05-Feb-2020 02:00:00,3.17264348243963
05-Feb-2020 03:00:00,3.05578685993204
05-Feb-2020 04:00:00,3.00535632940034
05-Feb-2020 05:00:00,1.78507702915028
05-Feb-2020 06:00:00,1.69263108798108
05-Feb-2020 07:00:00,1.99958328992151
05-Feb-2020 08:00:00,1.72365889897044
05-Feb-2020 09:00:00,2.22317340754157
05-Feb-2020 10:00:00,2.21592719495324
05-Feb-2020 11:00:00,2.33898125972256
05-Feb-2020 12:00:00,2.07729792438799
05-Feb-2020 13:00:00,2.22875151897499
05-Feb-2020 14:00:00,1.84756596634599
05-Feb-2020 15:00:00,2.08606487594865
05-Feb-2020 16:00:00,1.80087941480452
05-Feb-2020 17:00:00,1.24699639133399
05-Feb-2020 18:00:00,1.22100264439809
05-Feb-2020 19:00:00,1.24519074843977
05-Feb-2020 20:00:00,1.94070433949464
05-Feb-2020 21:00:00,2.46248519454094
05-Feb-2020 22:00:00,2.84194768893917
05-Feb-2020 23:00:00,2.38414904455797
06-Feb-2020 00:00:00,1.59572345139543
06-Feb-2020 01:00:00,1.9317090878287
06-Feb-2020 02:00:00,2.27574163735693
06-Feb-2020 03:00:00,2.38086118872983
06-Feb-2020 04:00:00,2.76143078855871
06-Feb-2020 05:00:00,2.90806350228693
06-Feb-2020 06:00:00,2.37886527571445
06-Feb-2020 07:00:00,2.4007290559328
06-Feb-2020 08:00:00,1.43160748810559
06-Feb-2020 09:00:00,1.56215662893749
06-Feb-2020 10:00:00,1.37876756561793
06-Feb-2020 11:00:00,1.15318399803905
06-Feb-2020 12:00:00,1.08004629530405
06-Feb-2020 13:00:00,1.40315121541954
06-Feb-2020 14:00:00,1.26121634411653
06-Feb-2020 15:00:00,2.08953742887431
06-Feb-2020 16:00:00,1.33222870909365
06-Feb-2020 17:00:00,2.13326822817323
06-Feb-2020 18:00:00,2.2328062452469
06-Feb-2020 19:00:00,2.00636487210079
06-Feb-2020 20:00:00,2.06522799387057
06-Feb-2020 21:00:00,2.50585979921729
06-Feb-2020 22:00:00,1.3900839303198
06-Feb-2020 23:00:00,1.23848025149105
07-Feb-2020 00:00:00,1.94417934700823
07-Feb-2020 01:00:00,1.76781409278993
07-Feb-2020 02:00:00,1.48121571690284
07-Feb-2020 03:00:00,2.34957442955102
07-Feb-2020 04:00:00,2.34058397271564
07-Feb-2020 05:00:00,2.30950932739691
07-Feb-2020 06:00:00,2.24510578815342
07-Feb-2020 07:00:00,1.9615045245933
07-Feb-2020 08:00:00,2.02488682811328
07-Feb-2020 09:00:00,5.01198563445667
07-Feb-2020 10:00:00,8.56410143175181
07-Feb-2020 11:00:00,5.78673771077741
07-Feb-2020 12:00:00,5.64160142749084
07-Feb-2020 13:00:00,5.80508397872072
07-Feb-2020 14:00:00,5.10899533502756
07-Feb-2020 15:00:00,4.75231522523496
07-Feb-2020 16:00:00,3.99059310545855
07-Feb-2020 17:00:00,4.43153472286972
07-Feb-2020 18:00:00,4.16527208300055
07-Feb-2020 19:00:00,3.76992484452056
07-Feb-2020 20:00:00,5.41491766634852
07-Feb-2020 21:00:00,4.66688689956521
07-Feb-2020 22:00:00,3.92663978485422
07-Feb-2020 23:00:00,4.01849889054773
